"","Symbol","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652879.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652880.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652881.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652882.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652883.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652884.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652885.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652886.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652887.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652888.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652889.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652890.tabular","D:/W/P/China/KYS/Kallisto quant on collection 766 and collection 805_ Abundances (tabular)/SRR9652891.tabular"
"27988","Gm45330",31.2298,29.5389,31.4043,27.6735,24.126,21.1744,26,21.3272,35.0626,26.8103,22.4435,25.7297,28.3968
"27989","Gm45331",0,0,0,0,0,0,0,0,0,0,0,0,0
"27990","Gm45332",0,0,0,0,0,0,0,0,0,0,0,0,1
"27991","Gm45334",0,0,0,0,0,0,0,0,0,0,0,0,0
"27992","Gm45335",0,0,0,0,0,0,0,0,0,0,0,0,0
"27993","Gm45336",0,0,0,0,0,0,0,1,1,0,0,2,0
"27994","Gm45337",0,0,0,0,0,0,0,0,0,0,0,0,0
"27995","Gm45338",3,0,1,1,0,0,0,0,0,0,3.00143,3,2
"27996","Gm45339",0,0,0,0,0,0,0,0,1.11395,0,0,0,0
"27997","Gm45341",0,0,0,0,0,0,0,0,0,0,0,0,0
"27998","Gm45342",2,5,3,5,1,4,2,1,1,0,3,3,6.28734
"27999","Gm45343",5,2,3,1,0,1,1,4,1,7,4,2,7
"28000","Gm45344",4,1,1,2,1,1,1,2,1,1,1,2,6
"28001","Gm45345",0,0,0,0,0,0,0,0,0,0,1,0,0
"28002","Gm45346",0,0,0,0,0,0,0,0,0,0,0,0,0
"28003","Gm45349",0,0,0,0,0,0,0,0,0,0,0,0,0
"28004","Gm4535",2.67096,1,2.09799,0,4.26213,1.05059,3,0,0,1,0,1.14293,1
"28005","Gm45350",0,0,0,0,0,0,0,0,0,0,0,0,0
"28006","Gm45351",2.31556,11.6181,18.8873,11.3268,15.0387,15.1545,9.57327,15.5661,18.2757,19.3164,6.94114,25.5107,14.4694
"28007","Gm45352",0,0,0,0,0,0,0,0,0,0,0,0,0
"28008","Gm45353",2,10,5,9,10,12,4,9,10,12,9,9,10
"28009","Gm45354",2,3,1,2,2.00602,0,4.00186,2.00547,1.00741,0,7.01773,1,4.0452
"28010","Gm45355",0,0,1,0,0,0,0,0,2,0,0,1,0
"28011","Gm45356",0,0.397817,0,0,0,3.89843,0,0,0.453148,0,0,0,0
"28012","Gm45358",1,0,2,1,0,1,0,0,1,0,0,0,2
"28013","Gm45359",0,0,1,0,1,0,0,0,0,1,0,1,2
"28014","Gm4536",0,0,0,0,0,0,0,0,0,0,0,0,0
"28015","Gm45360",0,0,2,3,2,5,2,1,1,0,1,0,3
"28016","Gm45363",2,2,3,2,1,7,1,3,0,4,2,1,2
"28017","Gm45364",0,0,0,0,0,0,0,0,0,0,0,0,0
"28018","Gm45365",0,0,0,0,0,0,0,0,0,0,0,0,0
"28019","Gm45366",0,0,0,0,0,0,0,0,0,0,0,0,0
"28020","Gm45367",0,0,0,0,0,0,0,0,0,0,0,0,1
"28021","Gm45368",0,0,0,0,0,0,0,0,0,0,0,0,0
"28022","Gm45370",0,0,0,0,0,0,0,0,0,0,0,0,0
"28023","Gm45371",0,0,0,0,0,0,0,0,0,0,0,0,0
"28024","Gm45374",0,0,0,0,0,0,0,0,0,0,0,0,0
"28025","Gm45375",0,0,0,0,0,0,0,0,0,0,0,0,0
"28026","Gm45378",2,0,0,0,0,1,2,0,0,0,1,0,1
"28027","Gm45379",0,0,0,0,0,0,0,0,0,0,0,0,0
"28028","Gm45380",1.0016,4,0,1.00355,0,1,3.2781,0,0,2.00657,1.00317,0,2
"28029","Gm45382",0,0,0,0,0,0,0,0,0,0,0,0,0
"28030","Gm45384",0,0,0,0,0,0,0,0,0,0,0,0,0
"28031","Gm45386",0,0,0,0,0,0,0,0,0,0,0,0,0
"28032","Gm45387",0,0,0,0,0,0,0,0,0,0,0,0,0
"28033","Gm45388",1.04612,1.04886,0,1.15285,1.16031,1.08886,2.03573,0,0,2.94415,0,1.14623,0
"28034","Gm45389",6.33343,2.60867,5.26879,2.00924,2.42737,3.06252,1.08243,2.25763,0,1.23723,4.19299,3.76221,9.14558
"28035","Gm45391",0,0,0,0,0,0,0,0,0,0,0,0,0
"28036","Gm45392",0,0,0,0,0,0,0,0,0,0,0,0,0
"28037","Gm45393",0,0,0,0,0,0,0,0,0,0,0,0,0
"28038","Gm45394",0,1,1,0,0,1.17584,0,1.51809,0,3,0,0,0
"28039","Gm45395",0,0,0,0,0,0,0,0,0,0,0,0,0
"28040","Gm45397",0,0,0,0,0,0,0,0,0,0,0,0,0
"28041","Gm45398",0,0,0,0,0,0,0,0,0,0,0,0,0
"28042","Gm45399",0,0,1,1,0,0,0,0,1,1,0,0,2
"28043","Gm454",0,0,0,0,0,0,0,0,0,0,0,0,0
"28044","Gm4540",0,0,0,0,0,0,0,0,0,0,0,0,0
"28045","Gm45400",0,0,0,0,0,0,0,0,0,0,0,0,0
"28046","Gm45401",0,0,0,0,0,0,0,0,0,0,0,0,0
"28047","Gm45402",0,0,0,0,0,0,0,0,0,0,0,0,0
"28048","Gm45403",0,0.18319,0,0,0.471975,0,0,0.805971,2.51097,0,0.681051,0,0
"28049","Gm45405",0,0,0,0,0,0,0,0,0,0,0,0,0
"28050","Gm45406",1,1,3,2,4,5,1,3,7,1,9,5,3
"28051","Gm45407",1.00435,1.0167,2.05453,0,1.0469,4.40851,0,1.00147,2.12596,0,0,0,0
"28052","Gm45408",0,0,0,0,0,0,0,0,0,0,0,0,0
"28053","Gm45409",0,0,0,0,0,0,0,0,0,0,0,0,0
"28054","Gm4541",0,0,0,0,0,0,0,0,0,0,0,0,0
"28055","Gm45410",5.72347,12.3249,7.62681,4.76261,4.56684,5.45236,9.92276,11.4903,9.62859,1.13339,10.8688,14.0237,13.674
"28056","Gm45411",2,2.26119,1,1.16165,1.16459,0,1,0,1,0,0,0,0
"28057","Gm45412",3.15719,4.89321,1.05853,6.3606,2.23951,2.15606,4.34617,1.26868,4.61083,2.18268,4.73013,8.52655,2.17945
"28058","Gm45413",6,4.21877,3.36923,4.27848,15.0446,15.9019,3.39988,7,4.13097,7.92245,8.40505,8.61549,17.0087
"28059","Gm45415",0,0,0,0,0,0,0,0,0,0,0,0,0
"28060","Gm45416",10.8819,2.12655,4.32512,3.0866,5.32771,5.21234,3.45257,2.09732,4.1849,1.07667,8.74563,0,3.17557
"28061","Gm45417",1,0,0,0,3,0,0,0,0,0,0,0,1
"28062","Gm45418",1.42326,2.153725,1.07727,0,4.53003,1,3.97581,1.247,1,0,4.64557,3.17408,2.15874
"28063","Gm45420",0,0,0,0,0,0,0,0,0,0,0,0,0
"28064","Gm45422",0,0,0,0,0,0,0,0,0,0,0,0,0
"28065","Gm45424",5.94227,5.29128,4.74409,2.30704,8.74466,8.54026,3.28286,6.00776,5.16332,4.00752,7.31953,6.15861,7.00696
"28066","Gm45425",0,0,2.56827,3.2825,0,2.49638,1.05064,0,0,0,1.63752,0,5.03928
"28067","Gm45426",0,0,0,0,0,0,0,0,1,1,0,1,0
"28068","Gm45427",0,0,0,0,0,0,0,0,0,0,0,0,0
"28069","Gm45428",1,2,1,2,1,4,0,2,2,1,0,1,0
"28070","Gm45429",0,0,0,0,0,0,0,0,0,0,0,0,0
"28071","Gm45430",0,0,0,0,0,0,0,0,0,0,0,0,0
"28072","Gm45431",0,0,0,1.34415,0,2,0,0,1.35127,0,1.46903,6.46429,0
"28073","Gm45432",0,0,0,0,0,0,0,0,0,0,0,0,0
"28074","Gm45433",0,0,0,0,0,0,0,0,0,0,0,0,0
"28075","Gm45434",1,1,0,0,0,1,0,0,0,0,1,2,0
"28076","Gm45435",1,3,2,2,2,2,1,2,2,3,0,1,2
"28077","Gm45436",0,0,0,0,0,0,0,0,0,0,0,0,0
"28078","Gm45437",0,0,0,0,0,0,0,0,0,0,0,0,0
"28079","Gm45438",0,0,0,0,0,0,0,0,0,0,0,0,0
"28080","Gm45439",0,0,0,0,0,0,0,0,0,0,0,0,0
"28081","Gm4544",0,3.02469,2.01979,5.0329,3.04257,3.01254,0,2.06061,2.00953,2.02513,2.15341,5.04365,1.00922
"28082","Gm45440",0,0,0,0,0,0,0,0,0,0,0,0,1
"28083","Gm45441",2.05541,0,1.17104,0,5.27012,3.07545,4.35392,1.9999958,5.32596,2.159643,3.1408,3.28216,4.40295
"28084","Gm45442",3,3,3,1,4,1,1,1,3,1,4,4,2
"28085","Gm45444",2.14609,2.13731,0,2.20578,2.10086,2.13127,3.19133,0,2.17126,3.24453,1.12552,5.26977,3.24084
"28086","Gm45445",2,2,5,2,2,3,3,1,0,1.00846,2.01798,2,0
"28087","Gm45446",0,0,0,0,0,0,0,0,0,0,0,0,0
"28088","Gm45447",13.6328,26.0268,15,11.9155,14.4936,12.9236,17,13.0271,19,11,26,24,27.4681
"28089","Gm45448",0,0,0,0,0,0,0,0,0,0,0,0,0
"28090","Gm45449",0,0,0,0,0,0,0,0,0,0.838062,0,0,0
"28091","Gm4545",0,0,0,0,0,0,0,0,0,0,0,0,0
"28092","Gm45452",0,0,0,0,1,3,0,0,2,0,0,1,1
"28093","Gm45453",0,0,0,0,0,0,0.00427392,0,0,12.8044,0,26.1717,0
"28094","Gm45454",4,1,0,1,0,0,2,0,1,2,4,2,1.15869
"28095","Gm45455",0,0,0,0,0,0,0,0,0,0,0,0,0
"28096","Gm45457",1,0,0,1,0,0,0,1,0,0,0,0,3
"28097","Gm45458",0,0,0,0,0,0,0,0,0,0,0,0,0
"28098","Gm45459",40.9686,23.9352,37.6789,26.664,29.1534,39.4211,45.3854,24.0237,26.2292,13.6664,23.1534,77.9073,33.5507
"28099","Gm45460",4,6,3,4,2,3,0,0,1,1,2,1.1564,2
"28100","Gm45461",0,0,0,0,0,0,0,0,0,0,0,0,0
"28101","Gm45462",0,0,0,0,0,1,0,0,0,0,1,1,0
"28102","Gm45463",0,0,0,0,0,0,1,0,0,0,0,0,0
"28103","Gm45464",5.38251,8.62197,4.25005,12.1756,13.7086,11.0105,3.49501,9.00404,5.18776,7.4836,11.7003,12.4704,13.2227
"28104","Gm45469",1,1.23258,4,4,0,3,4.4204,1.37967,1.51508,2,3.88909,2,1
"28105","Gm45470",2.571959,2.001042,4.7518,7.00002,4.07041,4.0519,4.32098,3.00108,0,2.05625,6.84709,3.05114,3.197916
"28106","Gm45471",0,0,0,0,0,0,0,0,0,0,0,0,1
"28107","Gm45472",0,0,0,0,0,6,0,1,0,0,0,0,2
"28108","Gm45473",0,0,0,0,0,0,0,0,0,0,0,0,0
"28109","Gm45474",0,0,0,0,2,0,2,0,0,0,0,2,0
"28110","Gm45475",0,0,0,0,0,0,0,0,0,0,0,0,0
"28111","Gm45477",10.3742,13.9325,22.4473,14.2462,15.8661,27.2836,16.7836,21.0292,5.76548,17.3051,32.9454,28.6779,36.9413
"28112","Gm45478",0,0,0,0,0,0,0,0,0,0,0,0,0
"28113","Gm45479",4,1,4,2,16,10,6,2,4,2,5,11,2
"28114","Gm4548",0,1,0,0,0,0,0,0,0,0,0,0,0
"28115","Gm45481",0,1,0,1,0,0,4,2,0,0,3,2,4
"28116","Gm45483",4.0287,6.0163,4.4462,2.00042,5.03579,4.02996,3.08269,0,0,1.00488,3.0239,2.01433,2.06846
"28117","Gm45484",1,1,3.0081,0,2,0,0,1.00251,0,1,2,1.00191,1.00151
"28118","Gm45485",0,0,0,0,0,0,0,0,0,0,0,0,0
"28119","Gm45486",2.71391,1,0,0,2.09945,3.18052,0,0,1.0016,1.71136,1.59512,0,0
"28120","Gm45487",0,0,0,0,2,0,0,0,1,2,0,0,1
"28121","Gm45488",0,0,0,0,0,0,0,0,0,0,0,0,0
"28122","Gm45489",0,0,0,0,0,0,0,0,0,0,0,0,0
"28123","Gm45490",0,0,1,0,0,0,0,0,0,0,0,0,0
"28124","Gm45492",1,0,3.12825,0,1.71264,0,0,0,0.888085,2.84632,0,5.82086,0
"28125","Gm45493",1.18694,2.01023,2.0036,5.01944,3.00813,10.4272,0,5.032,4.0257,1.03781,3.01509,3.37629,2.16456
"28126","Gm45494",5,2.53048,5.14175,1,6.08078,4,4,2.00011,1.2041,5.55605,3.00018,6.67619,3.68435
"28127","Gm45495",29,38,43,40,33,60,40,44,47,44,32,45,65
"28128","Gm45496",0,0,0,0,0,0,0,0,0,0,0,0,0
"28129","Gm45497",0,0,0,0,0,0,0,0,0,0,0,0,0
"28130","Gm45498",0,0,0,0,0,0,0,0,0,0,0,0,0
"28131","Gm45499",0,0,0,0,0,0,0,0,0,0,0,0,0
"28132","Gm45500",0,0,0,0,0,0,0,0,0,0,0,0,0
"28133","Gm45501",8.97222,6.60233,4.64043,6.7531,6.79482,14.0906,6.03164,6.03294,0,9.18366,2.19148,1.57812,12.7363
"28134","Gm45502",1,0,0,0,0,0,1,0,0,0,0,0,0
"28135","Gm45504",0,0,0,0,0,0,0,0,0,0,0,0,0
"28136","Gm45505",0,0,0,0,0,0,0,0,0,0,0,0,0
"28137","Gm45506",0,0,0,0,0,0,0,0,0,0,0,0,0
"28138","Gm45507",0,1.11715,44.2847,14.0719,7.18671,24.3517,2.75035,8.01372,0,0,15.9582,0,0
"28139","Gm45508",0,0,0,1,0,1,0,0,0,0,0,0,0
"28140","Gm45509",1.20198,0,0,1.34513,2.01711,2.48513,2.98412,0,1.71325,0,4.85882,0,0
"28141","Gm45510",1.58702,1.00275,0,1.67488,0,2.5406,2.00427,0,1.03639,0,4.00903,1,0
"28142","Gm45512",0,0,0,0,0,0,0,0,0,0,0,0,0
"28143","Gm45513",0,0,0,0,0,0,0,0,0,0,0,0,0
"28144","Gm45514",0,0,0,0,0,0,0,0,0,0,0,0,0
"28145","Gm45515",3.2016,2,4.13319,0,7,4.03227,6.15801,2.03076,3.09025,5.12031,6.14293,13.4224,9.07064
"28146","Gm45516",0,1.0013,3.00804,5,1.05416,4.03422,0,1.00892,1.00291,2.003,4.3815,1.00127,4.01391
"28147","Gm45517",0,0,0,0,0,0,0,0,0,0,1.17431,0,0
"28148","Gm45518",18.4541,14.6452,29.7128,17.8407,42.6224,36.9222,16.5481,21.073,17.4654,21.5943,34.9771,23.9892,31.3411
"28149","Gm45520",6.03777,2.1661,6.29183,8.38847,19.511,12.843,12.8915,6.9976,3.77802,7.09594,6.20206,11.2786,5.1252
"28150","Gm45521",1,3,0,0,0,2,0,2,0,0,0,0,0
"28151","Gm45522",0,0,1,0,0,0,0,0,0,0,0,0,1
"28152","Gm45523",0,0,0,0,0,0,0,0,0,0,0,0,0
"28153","Gm45524",0,0,0,0,0,0,0,0,0,0,0,0,0
"28154","Gm45525",0,0,0,0,0,0,0,0,0,0,0,0,0
"28155","Gm45527",1,1,1,0,0,2,0,0,0,2,0,1,4
"28156","Gm45528",0,1.59966,1.37619,3.30462,0,1.5991,1.1597,0,3.36795,0,0,2.31177,0
"28157","Gm4553",0,0,0,0,0,0,0,0,0,0,0,0,0
"28158","Gm45530",0,0,0,0,0,0,0,0,0,0,0,0,0
"28159","Gm45532",0,0,1.01976,0,0,1,1.01143,0,0,0,0,0,0
"28160","Gm45533",0,0,2,1,1,0,0,0,0,0,0,0,2
"28161","Gm45534",0,0,0,0,1,3,0,0,0,0,0,1,1
"28162","Gm45537",0,0,0,0,2,0,1,0,0,1,0,1,1
"28163","Gm45538",0,0,0,1,0,0,0,0,0,0,0,0,0
"28164","Gm45539",0,0,0,0,0,0,0,0,0,0,0,0,0
"28165","Gm45540",144.113,38.4728,43.4523,21.366,9.88226,16.1864,156.113,36.0283,34.8376,14.5016,28.8003,29.4885,56.1975
"28166","Gm45541",0,0,0,0,0,0,0,0,0,0,0,0,0
"28167","Gm45542",0,0,3.76142,4.17034,0,1.38752,1.29682,0,0,0,2.03938,0,4.11305
"28168","Gm45543",0,0,0,0,0,0,0,0,0,0,0,0,0
"28169","Gm45544",0,0,0,0,0,0,0,0,0,0,0,0,0
"28170","Gm45546",0,0,3,3,0,4.06379,3.06832,1.0181,1.23794,2.01329,2.03947,1.01698,0
"28171","Gm45548",7.64194,3.14411,2.12049,3,20.6154,22.3822,10.5247,4.3343,4.28676,3.24237,7.24805,4.57664,6.76404
"28172","Gm45549",0,0,0,0,0,0,0,0,0,0,0,0,0
"28173","Gm45550",0,0,0,0,0,0,0,0,0,0,0,0,0
"28174","Gm45552",2,4,4,8,8,4,1.74961,2,4,2,1,10,2
"28175","Gm45553",11.7689,14.7737,6.34773,3.24569,11.7008,14.7921,16.8908,11.037,20.0297,3.54488,23.3423,19.2535,26.7665
"28176","Gm45554",0,0,0,0,0,0,0,0,0,0,0,0,1
"28177","Gm45555",4,5,4,2,2,3,3,0,1,1,0,1,1
"28178","Gm45556",0,0,0,0,0,0,0,0,0,0,0,1,0
"28179","Gm45557",0,0,0,0,0,0,0,0,0,0,0,0,0
"28180","Gm45558",0,0,1.00213,0,0,0,0,0,0,0,0,0,1
"28181","Gm4556",0,0,0,0,0,0,0,0,0,0,0,0,0
"28182","Gm45560",0,0,0,0,0,0,0,0,0,0,0,0,0
"28183","Gm45562",0,0,0,0,0,0,0,0,0,0,0,0,0
"28184","Gm45564",0,1.00103,0,1.00043,1.24174,0,1,0,0,0,3.00638,0,1.0016
"28185","Gm45566",0,0,0,0,0,0,0,0,0,0,0,0,0
"28186","Gm4557",0,0,0,0,0,0,0,0,0,0,0,0,0
"28187","Gm45570",0,0,1,1.0349,2.01833,2.01165,0.176557,0,0,0,1.00189,0,0
"28188","Gm45571",0,0,0,1.09649,0,0,0,0,0,0,0,0,0
"28189","Gm45572",0,0,0,1,0,1,1,0,0,1,0,0,1
"28190","Gm45574",2,0,0,1,2,0,0,0,1,0,1,1,0
"28191","Gm45575",0,0,0,0,0,0,0,0,0,0,0,0,0
"28192","Gm45576",0,0,0,0,0,1,0,0,0,0,0,0,0
"28193","Gm45577",1,0,0,0,0,0,0,0,0,0,0,0,0
"28194","Gm45579",0,0,0,0,0,2,0,0,0,0,0,0,0
"28195","Gm4558",0,0,0,0,0,0,0,0,0,0,0,0,0
"28196","Gm45580",2.80427,3.8029,0.409818,0,2,2,2,0.60843,3,3.60634,0,1.21938,0
"28197","Gm45584",0,0,0,0,0,0,0,0,0,0,0,0,0
"28198","Gm45587",0,0,0,0,0,0,0,0,0,0,0,0,0
"28199","Gm45588",0,0,0,0,0,0,0,0,0,0,0,0,0
"28200","Gm45589",1.018,0,0,0,0,0,0,0,0,0,0,2.15363,2.01665
"28201","Gm4559",0,0,0,0,0,0,0,0,0,0,0,0,0
"28202","Gm45590",0,0,0,0,0,0,0,0,0,0,0,0,0
"28203","Gm45591",0,0,0,0,0,0,0,0,0,0,0,0,0
"28204","Gm45592",0,0,0,1,0,0,0,1,0,0,1,0,1.01258
"28205","Gm45593",0,0,1,0,0,0,0,0,0,0,0,0,0
"28206","Gm45594",0,0,0,0,0,0,0,0,0,0,0,0,1
"28207","Gm45596",0,0,0,0,0,0,0,0,0,0,0,0,0
"28208","Gm45597",0,0,0,0,0,1,0,0,0,0,0,0,0
"28209","Gm45598",0,0,0,0,0,0,0,0,0,0,0,0,0
"28210","Gm45600",0,0,0,0,0,0,0,0,0,0,0,0,0
"28211","Gm45601",6.92389,1,5.00075,7.15841,9,12.0153,5,5,5,7.58103,14.7702,12.3774,11.4902
"28212","Gm45602",0,0,0,0,0,0,0,0,0,0,0,0,0
"28213","Gm45604",2.61881,1.13857,4.33999,0,1,3.00858,3,2,2,0,3.77948,0,4.3631
"28214","Gm45605",18.0561,19,20.0272,8,20.5092,9.00023,15,10,9.00466,13.0099,13.0092,22.083,16
"28215","Gm45606",129.117,240.034,188.025,171.172,130.941,131.531,129.012,188.217,176.235,208.209,172.443,188.558,206.128
"28216","Gm45607",0,0,0,1,0,0,0,0,0,0,2,0,2
"28217","Gm45608",0,0,0,0,0,0,0,0,1,0,0,0,0
"28218","Gm45609",0,1,0,0,0,0,0,0,3,0,0,2,2
"28219","Gm4561",0,0,0,0,0,0,0,0,0,0,0,0,0
"28220","Gm45610",0,0,0,0,0,0,0,0,0,0,0,0,0
"28221","Gm45613",0,0,0,1,0,0,0,0,0,0,0,0,0
"28222","Gm45614",0,0,0,0,0,0,0,0,0,0,0,0,0
"28223","Gm45615",0,0,0,0,0,0,0,0,0,0,0,0,0
"28224","Gm45616",0,0,0,0,0,0,0,0,0,0,0,0,0
"28225","Gm45617",0,0,0,0,0,0,0,0,0,0,0,0,0
"28226","Gm45618",0,0,0,0,0,0,0,0,0,0,0,0,1
"28227","Gm45619",0,0,1,0,0,0,0,0,0,0,0,0,1
"28228","Gm45620",23.00002,18.99996,11,12.999982,7,11,20.000031347,12,12.0000046,11,12,17.99997,15
"28229","Gm45625",0,0,0,0,0,0,0,0,0,0,0,1,0
"28230","Gm45626",0,0,0,0,0,0,0,0,0,0,0,0,0
"28231","Gm45627",9.30292,7.58269,7.93217,12.2368,17.1726,5.66038,4.77736,3.9014,6.22875,7.492,12.1359,3.97726,17.8728
"28232","Gm45628",0,0,0,0,0,0,1,0,0,0,0,0,0
"28233","Gm45629",9.61309,7,6.00735,8.14199,6.00899,18.0118,4,7,3,12,10,6.00277,9
"28234","Gm45630",1,5,0,3,3,3,7,1,2,1,1.04547,5,4.09381
"28235","Gm45631",1.27391,4.27233,1.80687,0,1.00257,0,0,2.51136,1.97824,3.00822,5.20214,0,0
"28236","Gm45632",0,2,1,0,0,0,1,0,1,0,0,0,1
"28237","Gm45633",0,0,0,0,0,0,0,0,1.0007,0,0,0,1.00177
"28238","Gm45634",0,0,1.00288,0,0,0,0,0,0,0,0,0,0
"28239","Gm45635",1.08812,3.29852,3.83243,1.18843,5.2152,3.44115,1.1089,2.26738,2.29054,0,1.08631,2.41461,1.23071
"28240","Gm45636",0,0,0,0,0,0,0,0,0,0,0,0,0
"28241","Gm45638",0,0,0,0,0,0,0,0,0,0,0,0,0
"28242","Gm45639",0,0,0,0,0,2,0,0,1,0,0,0,0
"28243","Gm45640",8,12,16,10.4196,46,65,13,13,12,10,27.8409,8,18
"28244","Gm45641",0,0,0,0,0,0,0,0,1,0,0,0,1.00015
"28245","Gm45643",6.00135,4.00089,6.93799,7.00253,2.01,7.04991,4.00032,3.00048,6.00222,7,5.03237,4.02662,3.00014
"28246","Gm45644",1,2,1,1,0,3,2,3,1,1,1,3,1
"28247","Gm45645",0,0,0,0,0,0,0,0,0,0,0,0,1
"28248","Gm45646",0,0,0,0,0,0,0,0,0,0,0,0,0
"28249","Gm45647",0,0,0,0,3.6479,0,0,0,0,0,0,0,0
"28250","Gm4565",0,0,0,0,0,0,0,0,0,0,0,0,0
"28251","Gm45650",0,0,0,1,0,0,0,0,0,0,0,0,1
"28252","Gm45651",0,0,0,0,0,0,0,0,0,0,0,0,0
"28253","Gm45652",0,0,2,0,0,2,1,0,0,0,1,1,0
"28254","Gm45654",0,0,0,0,0,0,0,0,0,0,0,0,0
"28255","Gm45655",0,0,0,0,0,0,0,0,0,0,0,0,0
"28256","Gm45657",0,0,0,1.00002,0,0,0,0,0,0,0,0,0
"28257","Gm45658",0,0,0,0,0,0,0,0,0,0,0,0,0
"28258","Gm45659",0,0,0,0,0,0,0,0,0,0,0,0,0
"28259","Gm4566",0,0,2,0,0,2,1,0,0,0,0,1,0
"28260","Gm45660",0,0,0,0,0,0,0,0,0,0,0,0.772218,0
"28261","Gm45662",0,0,0,0,0,0,0,0,0,0,0,0,0
"28262","Gm45663",40.6618,38.0824,46.6119,24.7531,48.0142,76.3216,45.1781,41.8194,48.904,27.1406,64.0189,64.0922,63.0496
"28263","Gm45665",1.49563,5.55924,6.80903,8.4824,1,1,2.13151,1.29034,1.98006,9.06393,2.48981,2.09955,4.81156
"28264","Gm45666",0,0,0,0,0,0,0,0,0,0,1,0,0
"28265","Gm45667",0,0,1,0,0,0,0,0,0,0,0,0,0
"28266","Gm45668",0,0,0,0,0,0,0,0,0,0,0,0,0
"28267","Gm45669",0,0,1,0,3,0,2,0,0,0,0,1,0
"28268","Gm4567",0,0,0,0,0,0,0,0,0,0,0,0,0
"28269","Gm45670",9.57792,3.81187,5.42775,4.59877,7.14216,12.575789,14.51845,3.900691,5.047161,1.24471,8.62168,4.20988,8.071657
"28270","Gm45671",0,0,0,1,0,0,0,0,0,0,0,0,0
"28271","Gm45672",4,1.41841,0,4.59756,2.51492,5.02486,3.40449,2,2,2,4,0,4.03591
"28272","Gm45673",0,0,0,0,0,0,0,0,0,0,0,0,0
"28273","Gm45674",13,28,25,8,12,45,11,7,21,9,17,64,30
"28274","Gm45675",4.10878,4.57272,7.64973,7.00178,1.13153,2.00445,12.0196,0,1.00069,6.00153,4.04405,3.02432,8.38984
"28275","Gm45676",0,0,1,0,0,0,0,0,0,0,0,0,0
"28276","Gm45677",0,0,2.00002,0,1,0,1,0,0,2.00006,0,1.00002,0
"28277","Gm45678",0,0,0,0,0,0,0,0,0,0,0,0,0
"28278","Gm45680",0,0,0,0,0,0,0,0,0,0,0,0,0
"28279","Gm45682",0,0,0,0,0,0,0,0,0,0,0,0,0
"28280","Gm45683",1,8,9,1,1,2,1,4,1,1,0,2,4
"28281","Gm45684",2,2.26654,3,0,3.73014,1.09442,0,3,1.41687,0,2.81956,2,3.55425
"28282","Gm45686",0,0,0,0,0,0,0,0,0,0,0,0,0
"28283","Gm45687",0,0,0,0,1,0,0,0,0,0,0,0,0
"28284","Gm45688",0,0,0,0,0,0,0,0,0,0,0,0,0
"28285","Gm45689",0,0,0,0,0,0,0,0,0,0,0,0,0
"28286","Gm45690",0,0,0,0,0,0,0,0,0,0,0,0,0
"28287","Gm45691",0,0,0,0,0,0,0,0,0,0,0,0,1
"28288","Gm45692",0,0,0,0,0,1.4383,0,0,0,0,1.9043,0,0
"28289","Gm45693",1,2,0,2,3,1,0,8,1,1,3,1,1
"28290","Gm45694",9.18885,11,7.09698,9.02669,9.06094,11.0727,8.22371,10.1015,14.001,11.8218,16.9276,15.5536,17.1203
"28291","Gm45696",0,0,0,0,0,0,0,0,0,0,0,0,0
"28292","Gm45697",0,0,0,0,0,0,0,0,0,0,0,0,0
"28293","Gm45698",16,24,19,10,11,20,10,6,8,11,18,19,25
"28294","Gm45699",0,0,0,0,0,0,1.58158,1.00044,0,0,2.82209,0,0
"28295","Gm45700",0,0,0,0,0,0,0,0,1,0,0,0,0
"28296","Gm45701",0,0,0,0,0,0,0,0,0,0,0,0,0
"28297","Gm45702",0,0,0,0,0,0,0,0,0,0,0,0,0
"28298","Gm45703",0,0,0,0,0,1,0,0,0,1,0,0,0
"28299","Gm45704",0,0,0,0,0,0,0,0,0,0,0,0,1
"28300","Gm45705",4.15656,2.46276,3.02248,1.66817,0.828882,4.21447,2.29406,2.51046,0.841525,0.83096,4.50051,6.14054,4.14414
